16:57:28:425	-759	-951	-335	-333	0	0	0	0	-1	
16:57:28:435	-766	-955	-341	-335	0	0	0	0	-1	
16:57:28:451	-758	-950	-335	-332	0	0	0	0	-1	
16:57:28:461	-766	-964	-340	-337	0	0	0	0	-1	
16:57:28:478	-758	-951	-336	-326	0	0	0	0	-1	
16:57:28:488	-764	-958	-340	-335	0	0	0	0	-1	
16:57:28:506	-761	-950	-335	-325	0	0	0	0	-1	
16:57:28:514	-767	-961	-342	-334	0	0	0	0	-1	
16:57:28:531	-764	-955	-340	-331	0	0	0	0	-1	
16:57:28:540	-766	-961	-346	-331	0	0	0	0	-1	
16:57:28:556	-765	-962	-347	-337	0	0	0	0	-1	
16:57:28:584	-768	-965	-341	-335	0	0	0	0	-1	
16:57:28:600	-764	-958	-346	-340	0	0	0	0	-1	
16:57:28:608	-763	-966	-346	-337	0	0	0	0	-1	
16:57:28:626	-766	-962	-344	-335	0	0	0	0	-1	
16:57:28:643	-757	-954	-337	-331	0	0	0	0	-1	
16:57:28:660	-761	-952	-337	-330	0	0	0	0	-1	
16:57:28:677	-762	-949	-340	-330	0	0	0	0	-1	
16:57:28:693	-766	-964	-344	-332	0	0	0	0	-1	
16:57:28:710	-766	-958	-342	-332	0	0	0	0	-1	
16:57:28:729	-762	-954	-339	-327	0	0	0	0	-1	
16:57:28:748	-760	-951	-340	-327	0	0	0	0	-1	
16:57:28:773	-764	-961	-345	-339	0	0	0	0	-1	
16:57:28:789	-766	-961	-345	-336	0	0	0	0	-1	
16:57:28:805	-766	-962	-340	-334	0	0	0	0	-1	
16:57:28:821	-763	-965	-344	-334	0	0	0	0	-1	
16:57:28:837	-769	-964	-345	-339	0	0	0	0	-1	
16:57:28:861	-767	-960	-350	-337	0	0	0	0	-1	
16:57:28:875	-762	-960	-338	-334	0	0	0	0	-1	
16:57:28:897	-760	-956	-342	-334	0	0	0	0	-1	
16:57:28:918	-765	-965	-345	-336	0	0	0	0	-1	
16:57:28:929	-765	-954	-340	-332	0	0	0	0	-1	
16:57:28:945	-758	-948	-335	-332	0	0	0	0	-1	
16:57:28:956	-764	-954	-344	-334	0	0	0	0	-1	
16:57:28:972	-751	-948	-337	-332	0	0	0	0	-1	
16:57:28:995	-750	-943	-336	-330	0	0	0	0	-1	
16:57:29:012	-749	-947	-337	-329	0	0	0	0	-1	
16:57:29:029	-747	-942	-336	-329	0	0	0	0	-1	
16:57:29:046	-742	-935	-332	-331	0	0	0	0	-1	
16:57:29:062	-747	-942	-341	-334	0	0	0	0	-1	
16:57:29:072	-737	-926	-329	-330	0	0	0	0	-1	
16:57:29:087	-738	-930	-329	-328	0	0	0	0	-1	
16:57:29:103	-731	-931	-329	-334	0	0	0	0	-1	
16:57:29:119	-729	-931	-330	-331	0	0	0	0	-1	
16:57:29:136	-728	-935	-332	-331	0	0	0	0	-1	
16:57:29:160	-716	-919	-321	-331	0	0	0	0	-1	
16:57:29:178	-703	-903	-313	-329	0	0	0	0	-1	
16:57:29:189	-692	-886	-304	-323	0	0	0	0	-1	
16:57:29:207	-691	-889	-306	-327	153	68	30	11	-1	
16:57:29:216	-688	-882	-306	-329	163	75	30	6	-1	
16:57:29:232	-676	-877	-302	-327	189	90	34	6	-1	
16:57:29:247	-671	-862	-293	-325	206	102	42	10	-1	
16:57:29:272	-657	-847	-283	-320	247	130	61	21	8	
16:57:29:288	-645	-833	-275	-321	281	154	76	21	8	
16:57:29:296	-633	-819	-260	-306	306	171	89	35	11	
16:57:29:313	-625	-813	-260	-313	347	197	103	48	13	
16:57:29:329	-633	-819	-264	-314	347	197	101	40	11	
16:57:29:340	-627	-805	-257	-311	356	210	111	47	14	
16:57:29:356	-616	-800	-256	-311	381	231	118	53	14	
16:57:29:372	-605	-783	-241	-300	404	244	128	64	14	
16:57:29:388	-600	-772	-237	-303	430	266	142	72	16	
16:57:29:405	-592	-770	-237	-309	460	289	155	70	18	
16:57:29:421	-584	-750	-222	-302	477	303	164	71	18	
16:57:29:438	-579	-742	-220	-300	497	326	180	78	19	
16:57:29:455	-570	-732	-209	-297	523	349	192	89	21	
16:57:29:474	-568	-729	-208	-299	543	363	206	97	21	
16:57:29:492	-556	-712	-195	-289	558	375	214	105	21	
16:57:29:508	-552	-699	-190	-291	582	403	229	109	22	
16:57:29:532	-556	-703	-183	-289	588	415	245	116	24	
16:57:29:541	-552	-691	-178	-285	591	427	256	127	24	
16:57:29:564	-550	-678	-167	-281	597	443	266	135	26	
16:57:29:574	-548	-680	-164	-282	610	460	282	141	26	
16:57:29:592	-540	-661	-153	-279	620	470	291	143	26	
16:57:29:609	-539	-650	-141	-270	632	499	315	162	27	
16:57:29:633	-539	-635	-131	-267	635	526	335	181	29	
16:57:29:650	-534	-614	-110	-258	641	552	361	197	31	
16:57:29:668	-540	-616	-100	-256	636	568	388	209	32	
16:57:29:686	-537	-605	-99	-258	632	574	394	209	32	
16:57:29:704	-536	-590	-84	-247	644	605	414	226	34	
16:57:29:713	-535	-583	-70	-240	641	619	438	252	34	
16:57:29:736	-552	-586	-57	-234	618	624	460	271	34	
16:57:29:753	-555	-579	-50	-229	591	634	484	290	34	
16:57:29:770	-554	-568	-38	-223	589	645	496	301	34	
16:57:29:796	-559	-564	-22	-220	576	658	521	317	34	
16:57:29:815	-564	-558	-19	-214	556	668	537	335	40	
16:57:29:832	-575	-562	-12	-207	543	678	553	359	42	
16:57:29:840	-589	-563	1	-199	504	676	570	377	44	
16:57:29:858	-593	-561	17	-192	485	676	586	392	44	
16:57:29:875	-599	-558	32	-181	460	678	618	424	45	
16:57:29:900	-616	-575	35	-175	426	665	637	449	47	
16:57:29:916	-621	-564	62	-152	393	660	663	494	47	
16:57:29:925	-637	-584	75	-145	350	647	694	536	50	
16:57:29:948	-644	-589	72	-148	327	632	700	540	52	
16:57:29:965	-645	-588	83	-134	302	619	715	563	54	
16:57:29:974	-643	-585	93	-124	303	621	727	587	54	
16:57:29:991	-660	-612	85	-130	282	601	735	602	55	
16:57:30:007	-663	-612	91	-118	262	585	733	608	55	
16:57:30:024	-665	-622	84	-120	251	571	731	620	55	
16:57:30:033	-668	-616	91	-113	246	569	731	625	55	
16:57:30:049	-680	-642	89	-107	216	544	736	654	57	
16:57:30:072	-685	-648	87	-104	189	516	733	667	59	
16:57:30:084	-687	-651	91	-101	182	511	734	673	59	
16:57:30:108	-695	-663	93	-94	164	497	737	694	59	
16:57:30:126	-696	-671	94	-87	154	479	742	711	59	
16:57:30:145	-691	-671	95	-85	158	474	744	720	60	
16:57:30:164	-696	-671	91	-76	151	471	742	746	62	
16:57:30:178	-704	-691	89	-75	133	451	737	761	62	
16:57:30:193	-700	-689	92	-68	126	440	739	774	62	
16:57:30:217	-710	-701	80	-66	116	425	730	783	62	
16:57:30:235	-705	-690	89	-56	110	426	730	804	62	
16:57:30:252	-705	-702	84	-57	110	420	727	810	65	
16:57:30:269	-713	-708	82	-54	102	409	723	812	65	
16:57:30:285	-710	-710	81	-51	92	394	718	824	65	
16:57:30:300	-713	-714	72	-47	90	387	709	834	65	
16:57:30:310	-715	-720	70	-50	85	381	702	835	65	
16:57:30:326	-716	-720	68	-46	81	380	700	840	65	
16:57:30:343	-719	-730	69	-46	77	374	699	844	65	
16:57:30:360	-722	-736	57	-45	68	360	688	855	65	
16:57:30:377	-724	-736	57	-42	60	350	679	856	65	
16:57:30:393	-728	-745	48	-43	54	344	674	858	65	
16:57:30:418	-730	-750	42	-44	47	336	659	865	65	
16:57:30:435	-727	-744	37	-40	41	329	646	856	65	
16:57:30:451	-728	-761	33	-41	49	320	638	859	70	
16:57:30:470	-731	-762	27	-44	39	303	625	854	72	
16:57:30:485	-729	-759	25	-42	38	304	620	853	72	
16:57:30:495	-730	-762	17	-44	36	300	615	855	72	
16:57:30:511	-736	-769	12	-44	29	294	607	853	72	
16:57:30:526	-730	-769	8	-46	33	294	597	851	73	
16:57:30:542	-735	-782	-7	-49	29	280	579	844	73	
16:57:30:551	-737	-785	-10	-53	22	270	569	837	75	
16:57:30:568	-745	-794	-25	-56	11	255	548	823	77	
16:57:30:576	-738	-789	-21	-54	10	253	541	822	77	
16:57:30:593	-746	-801	-35	-63	-1	243	529	812	78	
16:57:30:609	-747	-816	-46	-68	-7	226	508	794	81	
16:57:30:618	-744	-805	-44	-65	-5	223	502	792	81	
16:57:30:640	-743	-804	-51	-67	-6	217	493	785	81	
16:57:30:657	-740	-810	-54	-72	2	219	479	773	80	
16:57:30:667	-745	-813	-65	-72	-3	211	471	772	81	
16:57:30:684	-746	-815	-72	-85	-9	208	461	759	81	
16:57:30:700	-745	-821	-72	-83	-10	199	449	738	83	
16:57:30:708	-735	-809	-68	-77	1	202	451	746	81	
16:57:30:724	-750	-833	-88	-88	-3	196	436	731	81	
16:57:30:740	-747	-831	-89	-94	-16	182	423	714	85	
16:57:30:753	-749	-832	-89	-90	-19	174	418	713	86	
16:57:30:765	-745	-831	-94	-93	-22	168	408	706	86	
16:57:30:780	-744	-835	-99	-94	-16	166	402	702	86	
16:57:30:796	-752	-840	-105	-104	-13	168	399	694	85	
16:57:30:805	-759	-852	-122	-115	-37	151	376	661	90	
16:57:30:822	-745	-829	-113	-98	-30	157	371	667	88	
16:57:30:839	-755	-851	-126	-118	-35	145	355	644	90	
16:57:30:856	-755	-852	-129	-120	-46	131	346	622	91	
16:57:30:873	-756	-855	-143	-134	-47	130	331	601	91	
16:57:30:889	-751	-860	-154	-141	-40	120	309	569	91	
16:57:30:906	-762	-868	-168	-157	-47	111	292	543	91	
16:57:30:923	-758	-872	-170	-157	-55	104	283	527	93	
16:57:30:939	-769	-888	-184	-170	-69	79	255	485	95	
16:57:30:948	-765	-884	-185	-171	-77	72	246	471	95	
16:57:30:966	-767	-888	-191	-176	-74	75	238	460	95	
16:57:30:981	-769	-902	-201	-188	-78	64	229	443	95	
16:57:30:994	-765	-890	-197	-184	-76	60	220	427	95	
16:57:31:010	-757	-883	-188	-182	-63	72	227	433	95	
16:57:31:032	-771	-902	-209	-188	-65	62	220	425	95	
16:57:31:047	-768	-902	-206	-193	-76	51	209	414	96	
16:57:31:062	-757	-879	-215	-200	-65	64	201	399	95	
16:57:31:077	-775	-903	-211	-199	-74	63	199	393	96	
16:57:31:094	-772	-900	-215	-202	-91	48	198	390	96	
16:57:31:121	-763	-886	-215	-201	-78	58	195	388	96	
16:57:31:130	-773	-910	-222	-211	-82	51	188	368	96	
16:57:31:146	-772	-912	-232	-219	-87	33	174	345	96	
16:57:31:162	-770	-914	-231	-226	-84	30	169	330	96	
16:57:31:180	-773	-919	-255	-242	-85	21	145	284	96	
16:57:31:200	-776	-935	-265	-257	-102	2	110	235	96	
16:57:31:216	-770	-924	-267	-260	-95	-5	101	212	96	
16:57:31:232	-779	-935	-272	-264	-89	2	96	203	96	
16:57:31:249	-780	-939	-279	-267	-99	-7	89	196	-1	
16:57:31:266	-769	-932	-277	-269	-96	-14	84	183	-1	
16:57:31:283	-775	-931	-277	-265	-78	3	91	192	-1	
16:57:31:300	-780	-943	-284	-271	-89	-4	86	190	-1	
16:57:31:316	-772	-930	-280	-270	-97	-14	78	179	-1	
16:57:31:327	-773	-930	-279	-270	-92	-8	78	175	-1	
16:57:31:342	-773	-935	-287	-281	-93	-11	74	164	-1	
16:57:31:357	-775	-934	-293	-282	-99	-18	60	141	-1	
16:57:31:372	-781	-949	-298	-289	-107	-27	54	133	-1	
16:57:31:387	-777	-946	-297	-294	-108	-32	46	117	-1	
16:57:31:402	-780	-953	-310	-304	-107	-35	39	102	-1	
16:57:31:418	-775	-953	-315	-316	-104	-41	23	65	-1	
16:57:31:434	-771	-951	-316	-317	-94	-40	19	52	-1	
16:57:31:450	-770	-956	-337	-334	-98	-57	-5	9	-1	
16:57:31:465	-771	-966	-343	-338	-98	-66	-21	-12	-1	
16:57:31:481	-773	-968	-352	-352	-91	-77	-44	-56	-1	
16:57:31:497	-771	-967	-358	-355	-91	-78	-53	-73	-1	
16:57:31:513	-767	-963	-357	-354	0	0	0	0	-1	
16:57:31:529	-766	-971	-350	-355	0	0	0	0	-1	
16:57:31:553	-768	-964	-359	-356	0	0	0	0	-1	
16:57:31:570	-774	-967	-358	-354	0	0	0	0	-1	
16:57:31:581	-768	-964	-356	-353	0	0	0	0	-1	
16:57:31:597	-769	-964	-354	-352	0	0	0	0	-1	
16:57:31:613	-768	-965	-355	-354	0	0	0	0	-1	
16:57:31:633	-767	-969	-356	-354	0	0	0	0	-1	
16:57:31:649	-773	-969	-359	-351	0	0	0	0	-1	
16:57:31:658	-774	-968	-357	-352	0	0	0	0	-1	
16:57:31:674	-769	-962	-359	-352	0	0	0	0	-1	
16:57:31:690	-773	-966	-358	-355	0	0	0	0	-1	
16:57:31:705	-769	-966	-358	-353	0	0	0	0	-1	
16:57:31:727	-772	-969	-357	-348	0	0	0	0	-1	
16:57:31:742	-771	-969	-356	-355	0	0	0	0	-1	
16:57:31:758	-764	-962	-351	-350	0	0	0	0	-1	
16:57:31:773	-764	-958	-352	-345	0	0	0	0	-1	
16:57:31:789	-777	-974	-354	-353	0	0	0	0	-1	
16:57:31:805	-774	-966	-355	-347	0	0	0	0	-1	
16:57:31:821	-771	-969	-353	-351	0	0	0	0	-1	
16:57:31:838	-768	-966	-355	-349	0	0	0	0	-1	
16:57:31:854	-770	-962	-352	-347	0	0	0	0	-1	
16:57:31:870	-772	-968	-354	-349	0	0	0	0	-1	
16:57:31:878	-770	-969	-354	-349	0	0	0	0	-1	
16:57:31:894	-771	-967	-355	-348	0	0	0	0	-1	
16:57:31:910	-769	-968	-360	-348	0	0	0	0	-1	
16:57:31:918	-771	-973	-360	-352	0	0	0	0	-1	
16:57:31:934	-769	-964	-351	-344	0	0	0	0	-1	
16:57:31:944	-769	-969	-354	-347	0	0	0	0	-1	
16:57:31:960	-771	-964	-352	-349	0	0	0	0	-1	
16:57:31:968	-772	-971	-359	-349	0	0	0	0	-1	
16:57:31:986	-769	-970	-358	-348	0	0	0	0	-1	
16:57:31:997	-772	-965	-356	-345	0	0	0	0	-1	
16:57:32:014	-771	-963	-353	-345	0	0	0	0	-1	
16:57:32:029	-766	-963	-353	-345	0	0	0	0	-1	
16:57:32:044	-768	-963	-351	-348	0	0	0	0	-1	
16:57:32:060	-768	-958	-354	-344	0	0	0	0	-1	
16:57:32:076	-769	-959	-347	-342	0	0	0	0	-1	
16:57:32:087	-769	-963	-351	-342	0	0	0	0	-1	
16:57:32:095	-766	-961	-348	-341	0	0	0	0	-1	
16:57:32:112	-773	-965	-356	-347	0	0	0	0	-1	
16:57:32:122	-770	-967	-344	-338	0	0	0	0	-1	
16:57:32:140	-771	-971	-355	-344	0	0	0	0	-1	
16:57:32:149	-770	-963	-352	-342	0	0	0	0	-1	
16:57:32:164	-771	-966	-347	-344	0	0	0	0	-1	
16:57:32:179	-780	-971	-358	-350	0	0	0	0	-1	
16:57:32:196	-770	-967	-353	-342	0	0	0	0	-1	
16:57:32:211	-773	-972	-357	-348	0	0	0	0	-1	
16:57:32:225	-773	-970	-353	-344	0	0	0	0	-1	
16:57:32:233	-777	-973	-360	-348	0	0	0	0	-1	
16:57:32:248	-765	-962	-349	-342	0	0	0	0	-1	
16:57:32:263	-771	-969	-355	-347	0	0	0	0	-1	
16:57:32:270	-773	-973	-358	-351	0	0	0	0	-1	
